gene,temperature,n,score_combined,max_combined,min_combined
gpi1,33,1,-0.06139416119354272,0.10012355670716226,-0.6962282722884137
gpi13,23,4,-2.520847329174515,-2.0050602561668582,-9.465415751259998
gpi13,27,3,-2.0050602561668582,-2.0050602561668582,-9.465415751259998
gpi13,30,3,-4.648987549923785,-2.0050602561668582,-9.465415751259998
gpi13,33,1,-9.465415751259998,-2.0050602561668582,-9.465415751259998
gpi19,23,2,2.4452148908971867,2.4452148908971867,1.1771568062186621
gpi19,27,2,1.653220649264135,2.4452148908971867,1.1771568062186621
gpi19,30,2,1.1771568062186621,2.4452148908971867,1.1771568062186621
gpi19,33,2,2.2269028225775886,2.4452148908971867,1.1771568062186621
gpi2,23,1,-0.18134291678103423,-0.18134291678103423,-1.2521709192021508
gpi2,27,1,-1.2521709192021508,-0.18134291678103423,-1.2521709192021508
hsp10,23,1,-1.5755740798496543,-0.4542686113074221,-1.9014316512826956
hsp10,27,1,-0.9383869335991588,-0.4542686113074221,-1.9014316512826956
hsp10,30,1,-0.4542686113074221,-0.4542686113074221,-1.9014316512826956
hsp10,33,1,-1.9014316512826956,-0.4542686113074221,-1.9014316512826956
hts1,30,1,1.570124041295129,1.570124041295129,1.570124041295129
hym1,30,3,-0.2481423859262295,-0.2481423859262295,-0.2481423859262295
hyp2,23,3,1.2083719202529244,1.2083719202529244,-2.856171801115699
hyp2,27,2,-2.4967546219920864,1.2083719202529244,-2.856171801115699
hyp2,30,1,-2.856171801115699,1.2083719202529244,-2.856171801115699
hys2,23,1,0.7355498855222957,0.7355498855222957,-4.239863940885786
hys2,27,1,-2.257214454989098,0.7355498855222957,-4.239863940885786
hys2,30,1,-4.239863940885786,0.7355498855222957,-4.239863940885786
ils1,23,1,-0.025157401597436006,1.4428656994465543,-0.025157401597436006
ils1,27,1,1.4428656994465543,1.4428656994465543,-0.025157401597436006
ils1,30,1,1.341913285565252,1.4428656994465543,-0.025157401597436006
ils1,33,1,1.2245363126365025,1.4428656994465543,-0.025157401597436006
ipl1,23,4,2.638100861682086,2.7256374438635973,-2.464802530848996
ipl1,27,4,2.7256374438635973,2.7256374438635973,-2.464802530848996
ipl1,30,1,-2.464802530848996,2.7256374438635973,-2.464802530848996
irr1,23,1,0.020541919962312728,0.020541919962312728,-12.641895796560611
irr1,27,1,-0.6939143143185778,0.020541919962312728,-12.641895796560611
irr1,30,1,-3.5696464195541457,0.020541919962312728,-12.641895796560611
irr1,33,1,-12.641895796560611,0.020541919962312728,-12.641895796560611
kar2,23,2,-0.7923849008084671,-0.7923849008084671,-9.201370633943624
kar2,27,2,-1.9609162166830696,-0.7923849008084671,-9.201370633943624
kar2,30,2,-3.3719886119799876,-0.7923849008084671,-9.201370633943624
kar2,33,1,-9.201370633943624,-0.7923849008084671,-9.201370633943624
kin28,23,2,1.1787490910970881,1.1787490910970881,1.1787490910970881
kog1,23,2,-2.3165359029645725,-2.0687413786090296,-7.8338991950490735
kog1,27,1,-2.0687413786090296,-2.0687413786090296,-7.8338991950490735
kog1,30,2,-4.726371602852422,-2.0687413786090296,-7.8338991950490735
kog1,33,1,-7.8338991950490735,-2.0687413786090296,-7.8338991950490735
kre5,23,2,0.4963302942123726,0.4963302942123726,-0.6884539324060674
kre5,27,2,-0.19777046029392523,0.4963302942123726,-0.6884539324060674
kre5,30,1,-0.6884539324060674,0.4963302942123726,-0.6884539324060674
kre5,33,1,0.3141604683341481,0.4963302942123726,-0.6884539324060674
krr1,23,3,1.4257238852857628,2.086833382332243,1.4257238852857628
krr1,27,2,2.086833382332243,2.086833382332243,1.4257238852857628
las17,23,2,0.1246721927678776,0.1246721927678776,-1.5432446655607952
las17,27,2,-1.5432446655607952,0.1246721927678776,-1.5432446655607952
lcb1,23,2,1.4850639742725236,1.9083967791374257,1.4850639742725236
lcb1,27,1,1.9083967791374257,1.9083967791374257,1.4850639742725236
lcb2,23,3,-1.1920940760712264,-1.1920940760712264,-1.397062828880488
lcb2,27,1,-1.397062828880488,-1.1920940760712264,-1.397062828880488
lst8,27,1,0.8563217264748672,0.8563217264748672,0.09365633241976709
lst8,30,2,0.09365633241976709,0.8563217264748672,0.09365633241976709
lst8,33,2,0.8269301659176655,0.8563217264748672,0.09365633241976709
luc7,23,1,0.14989767548206664,0.6147892878996531,-6.81561088998134
luc7,27,1,0.6147892878996531,0.6147892878996531,-6.81561088998134
luc7,30,1,-0.29285563080379656,0.6147892878996531,-6.81561088998134
luc7,33,1,-6.81561088998134,0.6147892878996531,-6.81561088998134
mak21,23,1,-0.11010526868048681,6.0960349369331785,-0.11010526868048681
mak21,27,2,1.5541643971414258,6.0960349369331785,-0.11010526868048681
mak21,30,1,2.081532704261407,6.0960349369331785,-0.11010526868048681
mak21,33,1,6.0960349369331785,6.0960349369331785,-0.11010526868048681
mas1,23,1,-0.7337168650758805,-0.009317004736367485,-0.7337168650758805
mas1,27,1,-0.1855048509068461,-0.009317004736367485,-0.7337168650758805
mas1,30,1,-0.009317004736367485,-0.009317004736367485,-0.7337168650758805
mas1,33,1,-0.7080779742567203,-0.009317004736367485,-0.7337168650758805
mcd1,23,1,-0.25702530559638415,-0.25702530559638415,-11.765774175442456
mcd1,27,1,-4.669601155212989,-0.25702530559638415,-11.765774175442456
mcd1,30,1,-7.127467250231308,-0.25702530559638415,-11.765774175442456
mcd1,33,1,-11.765774175442456,-0.25702530559638415,-11.765774175442456
mcm10,23,3,-0.16224385833408195,-0.16224385833408195,-2.6228373774993163
mcm10,27,3,-1.4386108360496332,-0.16224385833408195,-2.6228373774993163
mcm10,30,1,-2.6228373774993163,-0.16224385833408195,-2.6228373774993163
mcm2,23,1,-1.2722498095475978,1.0000391463845328,-4.441977873016588
mcm2,27,2,1.0000391463845328,1.0000391463845328,-4.441977873016588
